date,datetime,SPOSTMIN,SACTMIN
7/10/2017,7/10/2017 18:10,110,
7/10/2017,7/10/2017 18:17,110,
7/10/2017,7/10/2017 18:24,110,
7/10/2017,7/10/2017 18:30,105,
7/10/2017,7/10/2017 18:38,105,
7/10/2017,7/10/2017 18:45,120,
7/10/2017,7/10/2017 18:52,125,
7/10/2017,7/10/2017 18:59,125,
7/10/2017,7/10/2017 19:03,125,
7/10/2017,7/10/2017 19:10,125,
7/10/2017,7/10/2017 19:17,125,
7/10/2017,7/10/2017 19:25,125,
7/10/2017,7/10/2017 19:30,125,
7/10/2017,7/10/2017 19:31,125,
7/10/2017,7/10/2017 19:38,115,
7/10/2017,7/10/2017 19:45,120,
7/10/2017,7/10/2017 19:52,120,
7/10/2017,7/10/2017 19:59,120,
7/10/2017,7/10/2017 20:03,120,
7/10/2017,7/10/2017 20:10,120,
7/10/2017,7/10/2017 20:17,120,
7/10/2017,7/10/2017 20:24,90,
7/10/2017,7/10/2017 20:30,100,
7/10/2017,7/10/2017 20:38,100,
7/10/2017,7/10/2017 20:45,110,
7/10/2017,7/10/2017 20:52,110,
7/10/2017,7/10/2017 20:59,110,
7/10/2017,7/10/2017 21:03,110,
7/10/2017,7/10/2017 21:10,110,
7/10/2017,7/10/2017 21:17,110,
7/10/2017,7/10/2017 21:24,110,
7/10/2017,7/10/2017 21:30,110,
7/10/2017,7/10/2017 21:38,110,
7/10/2017,7/10/2017 21:45,110,
7/10/2017,7/10/2017 21:52,110,
7/10/2017,7/10/2017 21:59,110,
7/10/2017,7/10/2017 22:03,110,
7/10/2017,7/10/2017 22:10,110,
7/10/2017,7/10/2017 22:18,110,
7/10/2017,7/10/2017 22:24,110,
7/10/2017,7/10/2017 22:30,110,
7/10/2017,7/10/2017 22:38,110,
7/10/2017,7/10/2017 22:46,90,
7/10/2017,7/10/2017 22:52,90,
7/10/2017,7/10/2017 22:59,90,
7/10/2017,7/10/2017 23:03,90,
7/10/2017,7/10/2017 23:10,90,
7/10/2017,7/10/2017 23:18,120,
7/10/2017,7/10/2017 23:24,120,
7/10/2017,7/10/2017 23:30,120,
7/10/2017,7/10/2017 23:38,85,
7/10/2017,7/10/2017 23:45,70,
7/10/2017,7/10/2017 22:18,,92
7/10/2017,7/10/2017 23:52,70,
7/10/2017,7/10/2017 23:59,70,
7/10/2017,7/11/2017 0:03,70,
7/11/2017,7/11/2017 8:52,70,
7/11/2017,7/11/2017 8:53,70,
7/11/2017,7/11/2017 8:54,80,
7/11/2017,7/11/2017 8:55,90,
7/11/2017,7/11/2017 8:59,90,
7/11/2017,7/11/2017 9:03,90,
7/11/2017,7/11/2017 9:07,150,
7/11/2017,7/11/2017 9:07,180,
7/11/2017,7/11/2017 9:10,180,
7/11/2017,7/11/2017 9:14,210,
7/11/2017,7/11/2017 9:17,210,
7/11/2017,7/11/2017 9:24,210,
7/11/2017,7/11/2017 9:30,210,
7/11/2017,7/11/2017 9:38,180,
7/11/2017,7/11/2017 8:54,,47
7/11/2017,7/11/2017 9:45,180,
7/11/2017,7/11/2017 9:52,180,
7/11/2017,7/11/2017 9:59,150,
7/11/2017,7/11/2017 10:03,150,
7/11/2017,7/11/2017 10:10,150,
7/11/2017,7/11/2017 10:17,150,
7/11/2017,7/11/2017 10:24,150,
7/11/2017,7/11/2017 10:30,180,
7/11/2017,7/11/2017 10:38,180,
7/11/2017,7/11/2017 8:54,,47
7/11/2017,7/11/2017 10:45,180,
7/11/2017,7/11/2017 10:52,180,
7/11/2017,7/11/2017 10:59,180,
7/11/2017,7/11/2017 11:03,180,
7/11/2017,7/11/2017 11:10,180,
7/11/2017,7/11/2017 11:17,180,
7/11/2017,7/11/2017 11:24,180,
7/11/2017,7/11/2017 11:30,180,
7/11/2017,7/11/2017 11:38,180,
7/11/2017,7/11/2017 11:45,180,
7/11/2017,7/11/2017 11:52,160,
7/11/2017,7/11/2017 11:59,160,
7/11/2017,7/11/2017 12:03,160,
7/11/2017,7/11/2017 12:10,160,
7/11/2017,7/11/2017 12:17,180,
7/11/2017,7/11/2017 12:24,180,
7/11/2017,7/11/2017 12:30,180,
7/11/2017,7/11/2017 12:38,180,
7/11/2017,7/11/2017 12:45,180,
7/11/2017,7/11/2017 12:52,155,
7/11/2017,7/11/2017 12:59,145,
7/11/2017,7/11/2017 13:03,135,
7/11/2017,7/11/2017 13:10,125,
7/11/2017,7/11/2017 13:17,120,
7/11/2017,7/11/2017 13:24,120,
7/11/2017,7/11/2017 13:30,120,
7/11/2017,7/11/2017 13:38,120,
7/11/2017,7/11/2017 13:45,120,
7/11/2017,7/11/2017 13:52,120,
7/11/2017,7/11/2017 13:59,120,
7/11/2017,7/11/2017 14:03,125,
7/11/2017,7/11/2017 14:04,125,
7/11/2017,7/11/2017 14:10,125,
7/11/2017,7/11/2017 14:17,160,
7/11/2017,7/11/2017 14:24,160,
7/11/2017,7/11/2017 14:30,160,
7/11/2017,7/11/2017 14:38,160,
7/11/2017,7/11/2017 14:45,160,
7/11/2017,7/11/2017 14:52,160,
7/11/2017,7/11/2017 14:59,160,
7/11/2017,7/11/2017 15:03,160,
7/11/2017,7/11/2017 15:10,160,
7/11/2017,7/11/2017 15:17,160,
7/11/2017,7/11/2017 15:24,160,
7/11/2017,7/11/2017 15:30,160,
7/11/2017,7/11/2017 15:38,160,
7/11/2017,7/11/2017 15:45,160,
7/11/2017,7/11/2017 15:52,160,
7/11/2017,7/11/2017 15:59,160,
7/11/2017,7/11/2017 16:03,160,
7/11/2017,7/11/2017 16:10,160,
7/11/2017,7/11/2017 16:17,160,
7/11/2017,7/11/2017 16:24,160,
7/11/2017,7/11/2017 16:30,110,
7/11/2017,7/11/2017 16:38,110,
7/11/2017,7/11/2017 16:45,110,
7/11/2017,7/11/2017 16:52,110,
7/11/2017,7/11/2017 16:59,110,
7/11/2017,7/11/2017 17:03,110,
7/11/2017,7/11/2017 17:10,110,
7/11/2017,7/11/2017 17:17,145,
7/11/2017,7/11/2017 17:24,145,
7/11/2017,7/11/2017 17:30,145,
7/11/2017,7/11/2017 17:38,145,
7/11/2017,7/11/2017 17:45,145,
7/11/2017,7/11/2017 17:52,145,
7/11/2017,7/11/2017 17:59,145,
7/11/2017,7/11/2017 18:03,145,
7/11/2017,7/11/2017 18:10,145,
7/11/2017,7/11/2017 18:17,145,
7/11/2017,7/11/2017 18:24,145,
7/11/2017,7/11/2017 18:30,145,
7/11/2017,7/11/2017 18:38,145,
7/11/2017,7/11/2017 18:45,145,
7/11/2017,7/11/2017 18:52,145,
7/11/2017,7/11/2017 18:59,145,
7/11/2017,7/11/2017 19:03,145,
7/11/2017,7/11/2017 19:10,145,
7/11/2017,7/11/2017 19:17,145,
7/11/2017,7/11/2017 19:24,145,
7/11/2017,7/11/2017 19:30,145,
7/11/2017,7/11/2017 19:38,145,
7/11/2017,7/11/2017 19:45,145,
7/11/2017,7/11/2017 19:52,145,
7/11/2017,7/11/2017 19:59,145,
7/11/2017,7/11/2017 20:03,145,
7/11/2017,7/11/2017 20:10,145,
7/11/2017,7/11/2017 20:17,145,
7/11/2017,7/11/2017 20:24,145,
7/11/2017,7/11/2017 20:30,145,
7/11/2017,7/11/2017 20:34,160,
7/11/2017,7/11/2017 20:38,160,
7/11/2017,7/11/2017 20:45,160,
7/11/2017,7/11/2017 20:52,160,
7/11/2017,7/11/2017 20:59,160,
7/11/2017,7/11/2017 21:03,160,
7/11/2017,7/11/2017 21:10,160,
7/11/2017,7/11/2017 21:17,160,
7/11/2017,7/11/2017 21:24,140,
7/11/2017,7/11/2017 21:30,140,
7/11/2017,7/11/2017 21:38,140,
7/11/2017,7/11/2017 21:45,140,
7/11/2017,7/11/2017 21:52,140,
7/11/2017,7/11/2017 21:59,140,
7/11/2017,7/11/2017 22:03,140,
7/11/2017,7/11/2017 22:10,140,
7/11/2017,7/11/2017 22:17,140,
7/11/2017,7/11/2017 22:24,140,
7/11/2017,7/11/2017 22:30,140,
7/11/2017,7/11/2017 22:38,95,
7/11/2017,7/11/2017 22:45,95,
7/11/2017,7/11/2017 22:52,95,
7/11/2017,7/11/2017 22:59,95,
7/11/2017,7/11/2017 23:03,95,
7/11/2017,7/11/2017 23:10,95,
7/11/2017,7/11/2017 23:17,95,
7/11/2017,7/11/2017 23:24,95,
7/11/2017,7/11/2017 23:30,95,
7/11/2017,7/11/2017 23:38,95,
7/11/2017,7/11/2017 23:45,65,
7/11/2017,7/11/2017 23:52,65,
7/11/2017,7/11/2017 23:59,65,
7/11/2017,7/12/2017 0:03,-999,
7/12/2017,7/12/2017 8:54,60,
7/12/2017,7/12/2017 8:59,60,
7/12/2017,7/12/2017 9:03,95,
7/12/2017,7/12/2017 9:10,95,
7/12/2017,7/12/2017 9:16,240,
7/12/2017,7/12/2017 9:17,180,
7/12/2017,7/12/2017 9:24,240,
7/12/2017,7/12/2017 9:30,240,
7/12/2017,7/12/2017 9:38,240,
7/12/2017,7/12/2017 9:47,240,
7/12/2017,7/12/2017 9:52,240,
7/12/2017,7/12/2017 9:59,240,
7/12/2017,7/12/2017 10:03,240,
7/12/2017,7/12/2017 10:10,240,
7/12/2017,7/12/2017 10:17,240,
7/12/2017,7/12/2017 10:24,240,
7/12/2017,7/12/2017 10:30,240,
7/12/2017,7/12/2017 10:38,240,
7/12/2017,7/12/2017 10:45,240,
7/12/2017,7/12/2017 10:52,180,
7/12/2017,7/12/2017 10:59,180,
7/12/2017,7/12/2017 11:03,180,
7/12/2017,7/12/2017 11:10,180,
7/12/2017,7/12/2017 11:17,180,
7/12/2017,7/12/2017 11:24,165,
7/12/2017,7/12/2017 11:30,165,
7/12/2017,7/12/2017 11:38,155,
7/12/2017,7/12/2017 11:45,155,
7/12/2017,7/12/2017 11:52,155,
7/12/2017,7/12/2017 11:59,155,
7/12/2017,7/12/2017 12:03,155,
7/12/2017,7/12/2017 12:10,155,
7/12/2017,7/12/2017 12:17,130,
7/12/2017,7/12/2017 12:24,120,
7/12/2017,7/12/2017 12:30,120,
7/12/2017,7/12/2017 12:38,95,
7/12/2017,7/12/2017 12:45,95,
7/12/2017,7/12/2017 12:52,95,
7/12/2017,7/12/2017 12:59,95,
7/12/2017,7/12/2017 13:03,95,
7/12/2017,7/12/2017 13:10,85,
7/12/2017,7/12/2017 13:17,80,
7/12/2017,7/12/2017 13:24,80,
7/12/2017,7/12/2017 13:30,80,
7/12/2017,7/12/2017 13:38,80,
7/12/2017,7/12/2017 13:45,80,
7/12/2017,7/12/2017 13:52,80,
7/12/2017,7/12/2017 13:59,80,
7/12/2017,7/12/2017 14:03,80,
7/12/2017,7/12/2017 14:10,95,
7/12/2017,7/12/2017 14:17,135,
7/12/2017,7/12/2017 14:24,135,
7/12/2017,7/12/2017 14:30,145,
7/12/2017,7/12/2017 14:38,145,
7/12/2017,7/12/2017 14:45,145,
7/12/2017,7/12/2017 14:52,145,
7/12/2017,7/12/2017 14:59,145,
7/12/2017,7/12/2017 15:03,140,
7/12/2017,7/12/2017 15:10,135,
7/12/2017,7/12/2017 15:17,120,
7/12/2017,7/12/2017 15:24,120,
7/12/2017,7/12/2017 15:30,120,
7/12/2017,7/12/2017 15:38,140,
7/12/2017,7/12/2017 15:45,140,
7/12/2017,7/12/2017 15:52,140,
7/12/2017,7/12/2017 15:59,140,
7/12/2017,7/12/2017 16:03,140,
7/12/2017,7/12/2017 16:10,140,
7/12/2017,7/12/2017 16:17,140,
7/12/2017,7/12/2017 16:24,140,
7/12/2017,7/12/2017 16:30,140,
7/12/2017,7/12/2017 16:38,140,
7/12/2017,7/12/2017 16:45,140,
7/12/2017,7/12/2017 16:52,140,
7/12/2017,7/12/2017 16:59,140,
7/12/2017,7/12/2017 17:03,140,
7/12/2017,7/12/2017 17:10,140,
7/12/2017,7/12/2017 17:17,140,
7/12/2017,7/12/2017 17:24,140,
7/12/2017,7/12/2017 17:30,140,
7/12/2017,7/12/2017 17:38,140,
7/12/2017,7/12/2017 17:45,140,
7/12/2017,7/12/2017 17:52,135,
7/12/2017,7/12/2017 17:59,135,
7/12/2017,7/12/2017 18:03,135,
7/12/2017,7/12/2017 18:10,135,
7/12/2017,7/12/2017 18:17,145,
7/12/2017,7/12/2017 18:24,150,
7/12/2017,7/12/2017 18:30,135,
7/12/2017,7/12/2017 18:38,135,
7/12/2017,7/12/2017 18:45,135,
7/12/2017,7/12/2017 18:52,135,
7/12/2017,7/12/2017 18:59,135,
7/12/2017,7/12/2017 19:03,135,
7/12/2017,7/12/2017 19:10,135,
7/12/2017,7/12/2017 19:17,135,
7/12/2017,7/12/2017 19:24,135,
7/12/2017,7/12/2017 19:30,135,
7/12/2017,7/12/2017 19:38,135,
7/12/2017,7/12/2017 19:45,135,
7/12/2017,7/12/2017 19:52,135,
7/12/2017,7/12/2017 19:59,135,
7/12/2017,7/12/2017 20:03,135,
7/12/2017,7/12/2017 20:10,135,
7/12/2017,7/12/2017 20:17,135,
7/12/2017,7/12/2017 20:24,135,
7/12/2017,7/12/2017 20:30,135,
7/12/2017,7/12/2017 20:38,135,
7/12/2017,7/12/2017 20:45,135,
7/12/2017,7/12/2017 20:52,135,
7/12/2017,7/12/2017 20:59,135,
7/12/2017,7/12/2017 21:03,135,
7/12/2017,7/12/2017 21:10,135,
7/12/2017,7/12/2017 21:17,135,
7/12/2017,7/12/2017 21:24,135,
7/12/2017,7/12/2017 21:30,135,
7/12/2017,7/12/2017 21:38,105,
7/12/2017,7/12/2017 21:45,90,
7/12/2017,7/12/2017 21:52,90,
7/12/2017,7/12/2017 20:08,,108
7/12/2017,7/12/2017 21:59,80,
7/12/2017,7/12/2017 22:04,80,
7/12/2017,7/12/2017 22:10,70,
7/12/2017,7/12/2017 22:17,55,
7/12/2017,7/12/2017 22:24,50,
7/12/2017,7/12/2017 22:30,50,
7/12/2017,7/12/2017 22:38,50,
7/12/2017,7/12/2017 22:45,50,
7/12/2017,7/12/2017 22:52,50,
7/12/2017,7/12/2017 22:59,45,
7/12/2017,7/12/2017 23:00,45,
7/12/2017,7/12/2017 23:03,45,
7/12/2017,7/12/2017 23:10,45,
7/12/2017,7/12/2017 23:17,45,
7/12/2017,7/12/2017 23:24,45,
7/12/2017,7/12/2017 23:30,45,
7/12/2017,7/12/2017 23:38,45,
7/12/2017,7/12/2017 23:45,45,
7/12/2017,7/12/2017 23:00,,34
7/12/2017,7/12/2017 23:52,30,
7/12/2017,7/12/2017 23:59,20,
7/12/2017,7/13/2017 0:03,15,
7/13/2017,7/13/2017 8:52,-999,
7/13/2017,7/13/2017 8:59,60,
7/13/2017,7/13/2017 9:03,60,
7/13/2017,7/13/2017 9:10,60,
7/13/2017,7/13/2017 9:17,120,
7/13/2017,7/13/2017 9:24,120,
7/13/2017,7/13/2017 9:30,120,
7/13/2017,7/13/2017 9:38,120,
7/13/2017,7/13/2017 9:45,180,
7/13/2017,7/13/2017 9:52,180,
7/13/2017,7/13/2017 9:59,180,
7/13/2017,7/13/2017 10:03,180,
7/13/2017,7/13/2017 10:10,180,
7/13/2017,7/13/2017 10:17,180,
7/13/2017,7/13/2017 10:20,180,
7/13/2017,7/13/2017 10:24,180,
7/13/2017,7/13/2017 10:30,180,
7/13/2017,7/13/2017 10:38,180,
7/13/2017,7/13/2017 10:45,180,
7/13/2017,7/13/2017 10:52,180,
7/13/2017,7/13/2017 10:59,180,
7/13/2017,7/13/2017 11:03,180,
7/13/2017,7/13/2017 11:10,180,
7/13/2017,7/13/2017 11:17,180,
7/13/2017,7/13/2017 11:24,180,
7/13/2017,7/13/2017 11:30,180,
7/13/2017,7/13/2017 11:38,180,
7/13/2017,7/13/2017 11:45,180,
7/13/2017,7/13/2017 11:52,130,
7/13/2017,7/13/2017 11:59,130,
7/13/2017,7/13/2017 12:03,130,
7/13/2017,7/13/2017 12:10,110,
7/13/2017,7/13/2017 12:17,110,
7/13/2017,7/13/2017 12:24,110,
7/13/2017,7/13/2017 12:30,110,
7/13/2017,7/13/2017 12:38,110,
7/13/2017,7/13/2017 12:45,110,
7/13/2017,7/13/2017 12:52,110,
7/13/2017,7/13/2017 12:59,95,
7/13/2017,7/13/2017 13:03,85,
7/13/2017,7/13/2017 13:10,80,
7/13/2017,7/13/2017 13:17,80,
7/13/2017,7/13/2017 13:24,95,
7/13/2017,7/13/2017 13:30,105,
7/13/2017,7/13/2017 13:38,115,
7/13/2017,7/13/2017 13:45,115,
7/13/2017,7/13/2017 13:52,115,
7/13/2017,7/13/2017 13:59,115,
7/13/2017,7/13/2017 14:03,115,
7/13/2017,7/13/2017 14:10,115,
7/13/2017,7/13/2017 14:17,115,
7/13/2017,7/13/2017 14:24,115,
7/13/2017,7/13/2017 14:24,-999,
7/13/2017,7/13/2017 14:30,115,
7/13/2017,7/13/2017 14:38,115,
7/13/2017,7/13/2017 14:45,140,
7/13/2017,7/13/2017 14:52,140,
7/13/2017,7/13/2017 14:59,140,
7/13/2017,7/13/2017 15:03,140,
7/13/2017,7/13/2017 15:10,140,
7/13/2017,7/13/2017 15:17,140,
7/13/2017,7/13/2017 15:24,140,
7/13/2017,7/13/2017 15:30,140,
7/13/2017,7/13/2017 15:38,140,
7/13/2017,7/13/2017 15:45,140,
7/13/2017,7/13/2017 15:52,140,
7/13/2017,7/13/2017 15:59,140,
7/13/2017,7/13/2017 16:03,140,
7/13/2017,7/13/2017 16:10,140,
7/13/2017,7/13/2017 16:17,140,
7/13/2017,7/13/2017 16:24,140,
7/13/2017,7/13/2017 16:30,140,
7/13/2017,7/13/2017 16:31,140,
7/13/2017,7/13/2017 16:38,140,
7/13/2017,7/13/2017 16:45,140,
7/13/2017,7/13/2017 16:52,140,
7/13/2017,7/13/2017 16:59,140,
7/13/2017,7/13/2017 17:03,140,
7/13/2017,7/13/2017 17:10,140,
7/13/2017,7/13/2017 17:17,140,
7/13/2017,7/13/2017 17:24,115,
7/13/2017,7/13/2017 17:30,115,
7/13/2017,7/13/2017 17:38,115,
7/13/2017,7/13/2017 17:45,115,
7/13/2017,7/13/2017 17:52,115,
7/13/2017,7/13/2017 17:59,115,
7/13/2017,7/13/2017 17:59,115,
7/13/2017,7/13/2017 18:03,115,
7/13/2017,7/13/2017 18:10,115,
7/13/2017,7/13/2017 18:17,115,
7/13/2017,7/13/2017 18:24,115,
7/13/2017,7/13/2017 18:30,115,
7/13/2017,7/13/2017 18:38,130,
7/13/2017,7/13/2017 18:45,150,
7/13/2017,7/13/2017 18:45,150,
7/13/2017,7/13/2017 18:52,150,
7/13/2017,7/13/2017 18:59,150,
7/13/2017,7/13/2017 19:03,150,
7/13/2017,7/13/2017 19:10,150,
7/13/2017,7/13/2017 19:17,150,
7/13/2017,7/13/2017 19:24,150,
7/13/2017,7/13/2017 19:30,150,
7/13/2017,7/13/2017 19:38,150,
7/13/2017,7/13/2017 19:45,150,
7/13/2017,7/13/2017 19:52,150,
7/13/2017,7/13/2017 19:59,150,
7/13/2017,7/13/2017 20:03,150,
7/13/2017,7/13/2017 20:10,150,
7/13/2017,7/13/2017 20:17,150,
7/13/2017,7/13/2017 20:24,150,
7/13/2017,7/13/2017 20:30,150,
7/13/2017,7/13/2017 20:38,150,
7/13/2017,7/13/2017 20:45,150,
7/13/2017,7/13/2017 20:52,150,
7/13/2017,7/13/2017 20:59,150,
7/13/2017,7/13/2017 21:03,150,
7/13/2017,7/13/2017 21:10,150,
7/13/2017,7/13/2017 21:17,150,
7/13/2017,7/13/2017 21:24,150,
7/13/2017,7/13/2017 21:30,150,
7/13/2017,7/13/2017 21:38,150,
7/13/2017,7/13/2017 21:45,150,
7/13/2017,7/13/2017 21:52,150,
7/13/2017,7/13/2017 21:59,150,
7/13/2017,7/13/2017 22:03,150,
7/13/2017,7/13/2017 22:10,150,
7/13/2017,7/13/2017 22:17,150,
7/13/2017,7/13/2017 22:24,150,
7/13/2017,7/13/2017 22:30,150,
7/13/2017,7/13/2017 22:38,150,
7/13/2017,7/13/2017 22:45,150,
7/13/2017,7/13/2017 22:52,150,
7/13/2017,7/13/2017 22:59,150,
7/13/2017,7/13/2017 23:03,150,
7/13/2017,7/13/2017 23:10,150,
7/13/2017,7/13/2017 23:17,150,
7/13/2017,7/13/2017 23:24,150,
7/13/2017,7/13/2017 23:30,150,
7/13/2017,7/13/2017 23:38,120,
7/13/2017,7/13/2017 23:45,95,
7/13/2017,7/13/2017 23:52,95,
7/13/2017,7/13/2017 23:59,95,
7/13/2017,7/14/2017 0:03,95,
7/14/2017,7/14/2017 8:52,80,
7/14/2017,7/14/2017 8:59,100,
7/14/2017,7/14/2017 9:03,150,
7/14/2017,7/14/2017 9:10,150,
7/14/2017,7/14/2017 9:17,150,
7/14/2017,7/14/2017 9:24,150,
7/14/2017,7/14/2017 9:30,150,
7/14/2017,7/14/2017 9:38,180,
7/14/2017,7/14/2017 9:40,180,
7/14/2017,7/14/2017 9:45,180,
7/14/2017,7/14/2017 9:52,180,
7/14/2017,7/14/2017 9:59,180,
7/14/2017,7/14/2017 10:03,180,
7/14/2017,7/14/2017 10:10,180,
7/14/2017,7/14/2017 10:15,150,
7/14/2017,7/14/2017 10:17,150,
7/14/2017,7/14/2017 10:24,150,
7/14/2017,7/14/2017 10:30,150,
7/14/2017,7/14/2017 10:38,150,
7/14/2017,7/14/2017 10:45,115,
7/14/2017,7/14/2017 10:52,115,
7/14/2017,7/14/2017 10:59,115,
7/14/2017,7/14/2017 11:03,115,
7/14/2017,7/14/2017 11:10,115,
7/14/2017,7/14/2017 11:17,115,
7/14/2017,7/14/2017 11:24,115,
7/14/2017,7/14/2017 11:30,115,
7/14/2017,7/14/2017 11:38,115,
7/14/2017,7/14/2017 11:38,115,
7/14/2017,7/14/2017 11:45,115,
7/14/2017,7/14/2017 10:15,,90
7/14/2017,7/14/2017 11:52,115,
7/14/2017,7/14/2017 11:59,115,
7/14/2017,7/14/2017 12:03,115,
7/14/2017,7/14/2017 12:10,115,
7/14/2017,7/14/2017 12:17,115,
7/14/2017,7/14/2017 12:24,115,
7/14/2017,7/14/2017 12:30,115,
7/14/2017,7/14/2017 12:38,115,
7/14/2017,7/14/2017 12:45,115,
7/14/2017,7/14/2017 12:52,95,
7/14/2017,7/14/2017 12:59,95,
7/14/2017,7/14/2017 13:03,95,
7/14/2017,7/14/2017 13:10,95,
7/14/2017,7/14/2017 13:17,95,
7/14/2017,7/14/2017 13:24,95,
7/14/2017,7/14/2017 13:30,95,
7/14/2017,7/14/2017 13:38,95,
7/14/2017,7/14/2017 13:45,95,
7/14/2017,7/14/2017 13:52,95,
7/14/2017,7/14/2017 13:59,95,
7/14/2017,7/14/2017 14:03,95,
7/14/2017,7/14/2017 14:10,95,
7/14/2017,7/14/2017 14:17,115,
7/14/2017,7/14/2017 14:24,115,
7/14/2017,7/14/2017 14:30,115,
7/14/2017,7/14/2017 14:38,115,
7/14/2017,7/14/2017 14:45,115,
7/14/2017,7/14/2017 14:52,115,
7/14/2017,7/14/2017 14:59,115,
7/14/2017,7/14/2017 15:03,115,
7/14/2017,7/14/2017 15:10,115,
7/14/2017,7/14/2017 15:17,115,
7/14/2017,7/14/2017 15:24,115,
7/14/2017,7/14/2017 15:30,115,
7/14/2017,7/14/2017 15:38,115,
7/14/2017,7/14/2017 15:45,115,
7/14/2017,7/14/2017 15:52,115,
7/14/2017,7/14/2017 15:59,115,
7/14/2017,7/14/2017 16:03,115,
7/14/2017,7/14/2017 16:10,115,
7/14/2017,7/14/2017 16:17,115,
7/14/2017,7/14/2017 16:24,115,
7/14/2017,7/14/2017 16:30,115,
7/14/2017,7/14/2017 16:38,115,
7/14/2017,7/14/2017 16:45,115,
7/14/2017,7/14/2017 16:52,115,
7/14/2017,7/14/2017 16:59,115,
7/14/2017,7/14/2017 17:03,115,
7/14/2017,7/14/2017 17:10,115,
7/14/2017,7/14/2017 17:17,115,
7/14/2017,7/14/2017 17:24,115,
7/14/2017,7/14/2017 17:30,115,
7/14/2017,7/14/2017 17:38,115,
7/14/2017,7/14/2017 17:45,115,
7/14/2017,7/14/2017 17:52,115,
7/14/2017,7/14/2017 17:59,115,
7/14/2017,7/14/2017 18:03,115,
7/14/2017,7/14/2017 18:10,115,
7/14/2017,7/14/2017 18:17,115,
7/14/2017,7/14/2017 18:24,115,
7/14/2017,7/14/2017 18:30,115,
7/14/2017,7/14/2017 18:38,115,
7/14/2017,7/14/2017 18:45,115,
7/14/2017,7/14/2017 18:52,115,
7/14/2017,7/14/2017 18:59,115,
7/14/2017,7/14/2017 19:03,115,
7/14/2017,7/14/2017 19:10,115,
7/14/2017,7/14/2017 19:17,115,
7/14/2017,7/14/2017 19:24,105,
7/14/2017,7/14/2017 19:30,105,
7/14/2017,7/14/2017 19:38,105,
7/14/2017,7/14/2017 19:45,95,
7/14/2017,7/14/2017 19:52,95,
7/14/2017,7/14/2017 19:59,95,
7/14/2017,7/14/2017 20:03,95,
7/14/2017,7/14/2017 20:10,95,
7/14/2017,7/14/2017 20:17,95,
7/14/2017,7/14/2017 20:24,95,
7/14/2017,7/14/2017 20:30,120,
7/14/2017,7/14/2017 20:38,120,
7/14/2017,7/14/2017 20:45,120,
7/14/2017,7/14/2017 20:52,120,
7/14/2017,7/14/2017 20:59,120,
7/14/2017,7/14/2017 21:03,120,
7/14/2017,7/14/2017 21:10,120,
7/14/2017,7/14/2017 21:17,120,
7/14/2017,7/14/2017 21:24,120,
7/14/2017,7/14/2017 21:30,120,
7/14/2017,7/14/2017 21:38,120,
7/14/2017,7/14/2017 21:45,120,
7/14/2017,7/14/2017 21:52,120,
7/14/2017,7/14/2017 21:59,120,
7/14/2017,7/14/2017 22:03,120,
7/14/2017,7/14/2017 22:10,90,
7/14/2017,7/14/2017 22:17,90,
7/14/2017,7/14/2017 22:24,90,
7/14/2017,7/14/2017 22:25,90,
7/14/2017,7/14/2017 22:30,90,
7/14/2017,7/14/2017 22:38,90,
7/14/2017,7/14/2017 22:45,90,
7/14/2017,7/14/2017 22:52,90,
7/14/2017,7/14/2017 22:59,90,
7/14/2017,7/14/2017 23:03,90,
7/14/2017,7/14/2017 23:10,90,
7/14/2017,7/14/2017 23:17,90,
7/14/2017,7/14/2017 23:24,75,
7/14/2017,7/14/2017 23:30,75,
7/14/2017,7/14/2017 20:54,,92
7/14/2017,7/14/2017 23:38,60,
7/14/2017,7/14/2017 23:45,60,
7/14/2017,7/14/2017 23:52,60,
7/14/2017,7/14/2017 23:59,45,
7/14/2017,7/15/2017 0:03,35,
7/15/2017,7/15/2017 7:52,60,
7/15/2017,7/15/2017 7:59,60,
7/15/2017,7/15/2017 8:03,60,
7/15/2017,7/15/2017 8:10,70,
7/15/2017,7/15/2017 8:17,90,
7/15/2017,7/15/2017 8:18,95,
7/15/2017,7/15/2017 8:24,90,
7/15/2017,7/15/2017 8:30,90,
7/15/2017,7/15/2017 8:38,120,
7/15/2017,7/15/2017 8:45,120,
7/15/2017,7/15/2017 8:46,120,
7/15/2017,7/15/2017 8:09,,42
7/15/2017,7/15/2017 8:52,120,
7/15/2017,7/15/2017 9:00,120,
7/15/2017,7/15/2017 9:03,120,
7/15/2017,7/15/2017 9:10,150,
7/15/2017,7/15/2017 9:17,150,
7/15/2017,7/15/2017 9:24,150,
7/15/2017,7/15/2017 9:30,150,
7/15/2017,7/15/2017 9:38,150,
7/15/2017,7/15/2017 9:38,55,
7/15/2017,7/15/2017 9:45,150,
7/15/2017,7/15/2017 9:52,150,
7/15/2017,7/15/2017 9:59,150,
7/15/2017,7/15/2017 10:03,150,
7/15/2017,7/15/2017 10:10,150,
7/15/2017,7/15/2017 10:17,150,
7/15/2017,7/15/2017 10:24,150,
7/15/2017,7/15/2017 10:30,150,
7/15/2017,7/15/2017 10:38,150,
7/15/2017,7/15/2017 10:45,150,
7/15/2017,7/15/2017 10:52,150,
