date,datetime,SPOSTMIN,SACTMIN
7/22/2018,7/22/2018 13:23,35,
7/22/2018,7/22/2018 13:29,45,
7/22/2018,7/22/2018 13:37,40,
7/22/2018,7/22/2018 13:44,35,
7/22/2018,7/22/2018 13:51,50,
7/22/2018,7/22/2018 13:58,45,
7/22/2018,7/22/2018 14:02,45,
7/22/2018,7/22/2018 14:09,35,
7/22/2018,7/22/2018 14:16,30,
7/22/2018,7/22/2018 14:23,30,
7/22/2018,7/22/2018 14:29,30,
7/22/2018,7/22/2018 14:37,30,
7/22/2018,7/22/2018 14:44,35,
7/22/2018,7/22/2018 14:51,35,
7/22/2018,7/22/2018 14:58,40,
7/22/2018,7/22/2018 15:02,35,
7/22/2018,7/22/2018 15:09,35,
7/22/2018,7/22/2018 15:16,35,
7/22/2018,7/22/2018 15:23,35,
7/22/2018,7/22/2018 15:29,35,
7/22/2018,7/22/2018 15:37,35,
7/22/2018,7/22/2018 15:44,35,
7/22/2018,7/22/2018 15:51,30,
7/22/2018,7/22/2018 15:58,45,
7/22/2018,7/22/2018 16:02,45,
7/22/2018,7/22/2018 16:09,45,
7/22/2018,7/22/2018 16:16,45,
7/22/2018,7/22/2018 16:23,65,
7/22/2018,7/22/2018 16:29,40,
7/22/2018,7/22/2018 16:37,45,
7/22/2018,7/22/2018 16:44,30,
7/22/2018,7/22/2018 16:51,30,
7/22/2018,7/22/2018 16:58,30,
7/22/2018,7/22/2018 17:02,30,
7/22/2018,7/22/2018 17:09,30,
7/22/2018,7/22/2018 17:16,30,
7/22/2018,7/22/2018 17:23,30,
7/22/2018,7/22/2018 17:29,30,
7/22/2018,7/22/2018 17:37,30,
7/22/2018,7/22/2018 17:44,30,
7/22/2018,7/22/2018 17:51,30,
7/22/2018,7/22/2018 17:58,35,
7/22/2018,7/22/2018 18:02,35,
7/22/2018,7/22/2018 18:09,30,
7/22/2018,7/22/2018 18:16,30,
7/22/2018,7/22/2018 18:23,25,
7/22/2018,7/22/2018 18:29,25,
7/22/2018,7/22/2018 18:37,25,
7/22/2018,7/22/2018 18:44,25,
7/22/2018,7/22/2018 18:51,25,
7/22/2018,7/22/2018 18:58,30,
7/22/2018,7/22/2018 19:02,30,
7/22/2018,7/22/2018 19:09,35,
7/22/2018,7/22/2018 19:16,35,
7/22/2018,7/22/2018 19:23,30,
7/22/2018,7/22/2018 19:29,30,
7/22/2018,7/22/2018 19:37,35,
7/22/2018,7/22/2018 19:44,35,
7/22/2018,7/22/2018 19:51,30,
7/22/2018,7/22/2018 19:58,30,
7/22/2018,7/22/2018 20:02,30,
7/22/2018,7/22/2018 20:09,30,
7/22/2018,7/22/2018 20:16,30,
7/22/2018,7/22/2018 20:23,30,
7/22/2018,7/22/2018 20:29,25,
7/22/2018,7/22/2018 20:37,30,
7/22/2018,7/22/2018 20:44,30,
7/22/2018,7/22/2018 20:51,30,
7/22/2018,7/22/2018 20:53,20,
7/22/2018,7/22/2018 20:58,20,
7/22/2018,7/22/2018 21:02,20,
7/22/2018,7/22/2018 21:09,20,
7/22/2018,7/22/2018 21:16,15,
7/22/2018,7/22/2018 21:23,15,
7/22/2018,7/22/2018 21:29,15,
7/22/2018,7/22/2018 21:37,5,
